t, Precipitation, Flow
07/22/13,0,4697.425
07/22/13,0,4379.37
07/22/13,0,4085.781
07/22/13,0,4085.781
07/22/13,0,4085.781
07/22/13,0,4333.891
07/23/13,0,10593.67
07/23/13,0,3572
07/23/13,0,9145.611
07/23/13,0,31216.76
07/23/13,0,11816.96
07/23/13,0,7877.973
07/23/13,0,6043.042
07/23/13,0,5333.535
07/23/13,0,4697.425
07/23/13,0,4379.37
07/24/13,0,5676.055
07/24/13,0,3816.658
07/24/13,0,3816.658
07/24/13,0,3816.658
07/24/13,0,3572
07/24/13,0,3572
07/24/13,0,3572
07/24/13,0,3572
07/24/13,0,3572
07/24/13,0,3327.343
07/25/13,0,3327.343
07/25/13,0,3107.151
07/25/13,0,3107.151
07/25/13,0,2975.162
07/25/13,0,2930.743
07/25/13,0,2886.959
07/25/13,0,2886.959
07/25/13,0,3018.947
07/25/13,0,3195.354
07/25/13,0,3107.151
07/26/13,0,2886.959
07/26/13,0,2848.039
07/26/13,0,2886.959
07/26/13,0,2886.959
07/26/13,0,2886.959
07/26/13,0,2886.959
07/26/13,0,2886.959
07/26/13,0.0008833233,2886.959
07/26/13,0,2886.959
07/26/13,0,2886.959
07/27/13,0,2691.233
07/27/13,0,2691.233
07/27/13,0,2691.233
07/27/13,0,2691.233
07/27/13,0,2691.233
07/27/13,0,2691.233
07/27/13,0,2691.233
07/27/13,0,2691.233
07/27/13,0,2691.233
07/27/13,0,2691.233
07/28/13,0,2691.233
07/28/13,0,2691.233
07/28/13,0,2886.959
07/28/13,0,2691.233
07/28/13,0,2691.233
07/28/13,0,2691.233
07/28/13,0,2691.233
07/28/13,0,2691.233
07/28/13,0,2691.233
07/28/13,0,8930.001
07/29/13,0,2886.959
07/29/13,0,2691.233
07/29/13,0,2495.507
07/29/13,0,2691.233
07/29/13,0,2691.233
07/29/13,0,2691.233
07/29/13,0,2691.233
07/29/13,0,2886.959
07/29/13,0,3107.151
07/29/13,0,3107.151
07/30/13,0,2495.507
07/30/13,0,2495.507
07/30/13,0,2495.507
07/30/13,0,2495.507
07/30/13,0,2495.507
07/30/13,0,2495.507
07/30/13,0,2886.959
07/30/13,0,3107.151
07/30/13,0,3107.151
07/30/13,0,3107.151
07/31/13,2.287121E-05,2495.507
07/31/13,0.0003425921,2495.507
07/31/13,0.0001129123,2495.507
07/31/13,0,2495.507
07/31/13,0.0003,2495.507
07/31/13,0,2495.507
07/31/13,0,2495.507
07/31/13,0,2612.829
07/31/13,0,2612.83
07/31/13,0,2691.233
08/01/13,0,2691.233
08/01/13,0,2495.507
08/01/13,0,2612.829
08/01/13,0,4330.79
08/01/13,0,44036.95
08/01/13,0,14483.73
08/01/13,0,8822.971
08/01/13,0,27304.35
08/01/13,0,10358.46
08/01/13,0,5676.055
08/02/13,0,4379.37
08/02/13,0,3816.658
08/02/13,0,3572
08/02/13,3.333331E-05,3327.343
08/02/13,0,3327.343
08/02/13,0,3327.343
08/02/13,0,3107.151
08/02/13,0,3107.151
08/02/13,0,2975.162
08/02/13,5.332377E-05,2886.959
08/03/13,0,2691.234
08/03/13,0,2691.233
08/03/13,0,2691.233
08/03/13,0,2691.233
08/03/13,0,2691.233
08/03/13,0,2691.233
08/03/13,0,2691.233
08/03/13,0,2691.233
08/03/13,0,2691.233
08/03/13,0,2691.233
08/04/13,0,2691.233
08/04/13,0,17739.36
08/04/13,0,8930.001
08/04/13,0,4379.37
08/04/13,0,3327.343
08/04/13,0,3107.151
08/04/13,0,2848.039
08/04/13,0,2691.233
08/04/13,0,2573.91
08/04/13,0,2495.507
08/05/13,0,2495.507
08/05/13,0,2495.507
08/05/13,0,2495.507
08/05/13,0.0002143153,2495.507
08/05/13,0,2495.507
08/05/13,0,2495.507
08/05/13,0,2495.507
08/05/13,0,2495.507
08/05/13,0,2495.507
08/05/13,0,2495.507
08/06/13,0,2495.507
08/06/13,0,2495.507
08/06/13,0,2495.507
08/06/13,0,2495.507
08/06/13,0,2495.507
08/06/13,0,2495.507
08/06/13,0,2930.744
08/06/13,0,4379.37
08/06/13,0,4379.37
08/06/13,0,3327.343
08/07/13,0,3327.342
08/07/13,0,2886.959
08/07/13,0,2691.233
08/07/13,0,2769.636
08/07/13,0,2691.233
08/07/13,0,2691.233
08/07/13,0,2886.959
08/07/13,0,2886.959
08/07/13,0,3572
08/07/13,0,2866.369
08/08/13,0,2691.233
08/08/13,0,2691.233
08/08/13,0,2495.507
08/08/13,0,2691.233
08/08/13,0,2495.507
08/08/13,0,2691.233
08/08/13,0,2691.233
08/08/13,0,2808.555
08/08/13,0,2886.959
08/08/13,0,2691.233
08/09/13,0,13138.11
08/09/13,4.666349E-05,5015.48
08/09/13,0,3816.658
08/09/13,0,3107.151
08/09/13,0,3107.151
08/09/13,0,3107.15
08/09/13,0,2886.959
08/09/13,0,2886.959
08/09/13,0,2886.959
08/09/13,0,2886.959
08/10/13,0,2691.233
08/10/13,0,2495.507
08/10/13,0,2495.507
08/10/13,0,2495.507
08/10/13,0,2495.507
08/10/13,0,2495.507
08/10/13,0,2495.507
08/10/13,0,2495.507
08/10/13,0,2495.507
08/10/13,0,2495.507
08/11/13,0,2691.233
08/11/13,0,2691.233
08/11/13,0,2691.233
08/11/13,0,2691.233
08/11/13,0,2691.233
08/11/13,0,2691.233
08/11/13,0,2691.233
08/11/13,0,2691.233
08/11/13,0,2691.233
08/11/13,0,2691.233
08/12/13,0,2691.233
08/12/13,0,2691.233
08/12/13,0,2691.233
08/12/13,0,2691.233
08/12/13,0,2730.152
08/12/13,0,2691.233
08/12/13,0,2495.507
08/12/13,0,2495.507
08/12/13,0,2495.507
08/12/13,0,3870.172
08/13/13,0,3327.343
08/13/13,0,2299.781
08/13/13,0,2299.781
08/13/13,0,2299.781
08/13/13,0,2299.781
08/13/13,0,2299.781
08/13/13,0,3572
08/13/13,0,2495.507
08/13/13,0,2299.781
08/13/13,0,2299.781
08/14/13,0,2299.781
08/14/13,0,57091.25
08/14/13,0,15144.3
08/14/13,0,6923.809
08/14/13,0,4697.425
08/14/13,0,3572.001
08/14/13,0,3327.343
08/14/13,0,3327.343
08/14/13,0,2886.959
08/14/13,0,3063.367
08/15/13,0,2886.959
08/15/13,0,2730.153
08/15/13,0,2691.233
08/15/13,0,2691.233
08/15/13,0,2691.233
08/15/13,0,2691.233
08/15/13,0,2495.507
08/15/13,0,2886.959
08/15/13,0,2495.507
08/15/13,0,2495.507
08/16/13,0,2495.508
08/16/13,0,2338.701
08/16/13,0,2299.781
08/16/13,0,2299.781
08/16/13,0,2299.781
08/16/13,0,2299.781
08/16/13,0,2299.781
08/16/13,0,2299.781
08/16/13,0,2299.781
08/16/13,0,2299.781
08/17/13,0,2299.781
08/17/13,0,2299.781
08/17/13,0.0002799855,2197.124
08/17/13,0.0001666667,2299.781
08/17/13,0.0003,2299.781
08/17/13,5.337165E-05,2299.781
08/17/13,4.666349E-05,2299.781
08/17/13,0,2299.781
08/17/13,0,2299.781
08/17/13,0,2128.521
08/18/13,0,2128.521
08/18/13,0,2128.521
08/18/13,0,2128.521
08/18/13,0,2299.781
08/18/13,0,2299.781
08/18/13,0,3572
08/18/13,0,3150.936
08/18/13,0,4085.781
08/18/13,0,4203.385
08/18/13,0,3816.658
08/19/13,0,3327.343
08/19/13,0,2886.959
08/19/13,0,2691.233
08/19/13,0,3327.343
08/19/13,0,2691.233
08/19/13,0,2495.507
08/19/13,0,2495.507
08/19/13,0,2495.507
08/19/13,0,2495.507
08/19/13,0,2691.233
08/20/13,0,2495.507
08/20/13,0,2495.507
08/20/13,0,2495.507
08/20/13,0,2495.507
08/20/13,0,2495.507
08/20/13,0,2495.507
08/20/13,0,2495.507
08/20/13,0,2495.507
08/20/13,0,2495.507
08/20/13,0.0002,2495.507
08/21/13,0,2299.781
08/21/13,0,2299.781
08/21/13,0,2299.781
08/21/13,0,2299.781
08/21/13,0,2299.781
08/21/13,0,2299.781
08/21/13,0,2299.781
08/21/13,0,2299.781
08/21/13,0,2495.507
08/21/13,0,2299.781
08/22/13,0,2495.507
08/22/13,0,2930.744
08/22/13,0,4570.019
08/22/13,0,8930.001
08/22/13,0,4379.37
08/22/13,0.0005599713,3327.343
08/22/13,0,3107.151
08/22/13,0,2886.959
08/22/13,0,2691.233
08/22/13,0,2691.233
08/23/13,0,2495.507
08/23/13,0,2495.507
08/23/13,0,2495.507
08/23/13,0,2495.507
08/23/13,0,2495.507
08/23/13,0,2495.507
08/23/13,0,2299.781
08/23/13,0,2495.507
08/23/13,0,3473.997
08/23/13,0,3327.343
08/24/13,0,2886.959
08/24/13,0,2730.153
08/24/13,0,2691.233
08/24/13,0,2495.507
08/24/13,0,2495.507
08/24/13,0,2495.507
08/24/13,0,2495.507
08/24/13,0,2495.507
08/24/13,0,2495.507
08/24/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/25/13,0,2299.781
08/26/13,0,2299.781
08/26/13,0,2299.781
08/26/13,0,2299.781
08/26/13,0,2299.781
08/26/13,0,2299.781
08/26/13,0,2299.781
08/26/13,0,2495.507
08/26/13,0,2299.781
08/26/13,0,2299.781
08/26/13,0,2299.781
08/27/13,0,2299.781
08/27/13,0,2886.959
08/27/13,0,2886.959
08/27/13,0,2886.959
08/27/13,4.48361E-05,2886.959
08/27/13,0,3107.15
08/27/13,0,2886.959
08/27/13,0,3572
08/27/13,0,3107.151
08/27/13,0,2691.233
08/28/13,0,2495.507
08/28/13,0,2338.701
08/28/13,0,2299.781
08/28/13,0,2299.781
08/28/13,0,2495.507
08/28/13,0,2495.507
08/28/13,0,2495.507
08/28/13,0,2495.507
08/28/13,0,2495.507
08/28/13,0,2495.507
08/29/13,0,2495.507
08/29/13,0,8391.754
08/29/13,0,9683.858
08/29/13,0,4379.37
08/29/13,0,3327.343
08/29/13,0,3107.151
08/29/13,0,2886.959
08/29/13,0,2886.959
08/29/13,0,2691.233
08/29/13,0,2652.314
08/30/13,0,2691.233
08/30/13,0,2495.507
08/30/13,0,2495.507
08/30/13,0,2495.507
08/30/13,0,2495.507
08/30/13,0,2495.507
08/30/13,0,2495.507
08/30/13,0,2495.507
08/30/13,0,2495.507
08/30/13,0,2338.7
08/31/13,0,2495.507
08/31/13,0,2495.507
08/31/13,0,2495.507
08/31/13,0,2495.507
08/31/13,0,2495.507
08/31/13,0,2495.507
08/31/13,0,2495.507
08/31/13,0,2495.507
08/31/13,0,2495.507
08/31/13,0,2299.781
09/01/13,0.0002549463,2299.781
09/01/13,4.666349E-05,2299.781
09/01/13,0,2299.781
09/01/13,0,2299.781
09/01/13,0,2495.507
09/01/13,0,2495.507
09/01/13,0,2495.507
09/01/13,0,2495.507
09/01/13,0,2299.781
09/01/13,0,2299.781
09/02/13,0,2299.781
09/02/13,0,2299.781
09/02/13,0,2299.781
09/02/13,0,8607.362
09/02/13,0,8930.001
09/02/13,0,4697.425
09/02/13,0,3327.343
09/02/13,0,2886.959
09/02/13,0,2691.233
09/02/13,0,2691.233
09/03/13,0,2495.507
09/03/13,0,2495.507
09/03/13,0,2495.507
09/03/13,0,2495.507
09/03/13,0,2495.507
09/03/13,0,2495.507
09/03/13,0,2299.781
09/03/13,0,2299.781
09/03/13,0,2299.781
09/03/13,0,2299.781
09/04/13,0,2299.781
09/04/13,0,2299.781
09/04/13,0,2612.829
09/04/13,0,2495.507
09/04/13,0,2299.781
09/04/13,0,2299.781
09/04/13,0,2299.781
09/04/13,0,2299.781
09/04/13,0,2299.781
09/04/13,0,2299.781
09/05/13,0,2299.781
09/05/13,0,2299.781
09/05/13,0,2299.781
09/05/13,0,2299.781
09/05/13,0,2299.781
09/05/13,0,2299.781
09/05/13,0,2299.781
09/05/13,0,2495.507
09/05/13,0,2495.507
09/05/13,0,3768.009
09/06/13,0,2495.507
09/06/13,0,2299.781
09/06/13,0,2299.781
09/06/13,0,2299.781
09/06/13,0,2299.781
09/06/13,0,2299.781
09/06/13,0,2299.781
09/06/13,0,2534.992
09/06/13,0,2378.184
09/06/13,0,2495.507
09/07/13,0,2495.507
09/07/13,0,2299.781
09/07/13,0,2299.781
09/07/13,0,2299.781
09/07/13,0,2299.781
09/07/13,0,2299.781
09/07/13,0,2495.507
09/07/13,0,2299.781
09/07/13,0,2299.781
09/07/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/08/13,0,2299.781
09/09/13,0,2299.781
09/09/13,0,2299.781
09/09/13,0,2128.521
09/09/13,0,2299.781
09/09/13,0,2299.781
09/09/13,0,2299.781
09/09/13,0,2299.781
09/09/13,0,2299.781
09/09/13,0,2299.781
09/09/13,0,2299.781
09/10/13,0,2299.781
09/10/13,0,2495.507
09/10/13,0,2691.233
09/10/13,0,2691.233
09/10/13,0,2886.959
09/10/13,0,2886.959
09/10/13,0,2691.233
09/10/13,0,2886.959
09/10/13,0,2886.959
09/10/13,0,2534.426
09/11/13,0,3107.151
09/11/13,0,3107.151
09/11/13,0,3107.151
09/11/13,0,3107.151
09/11/13,0,3107.151
09/11/13,0,3107.151
09/11/13,0,3107.151
09/11/13,0.0006789393,3107.151
09/11/13,6.666669E-05,3327.343
09/11/13,0,2886.959
09/12/13,0,2691.233
09/12/13,0,2495.507
09/12/13,0,2691.233
09/12/13,0,3018.948
09/12/13,0,3107.151
09/12/13,0,3107.151
09/12/13,0,3107.151
09/12/13,0,3107.151
09/12/13,0,2886.959
09/12/13,0,92767.77
09/13/13,0,34252.06
09/13/13,0,11943.45
09/13/13,0,6923.809
09/13/13,0,5015.48
09/13/13,0,4379.37
09/13/13,0,4085.781
09/13/13,0,4032.266
09/13/13,0,3670.005
09/13/13,0,3327.343
09/13/13,0,3107.151
09/14/13,0,2886.959
09/14/13,0,2886.959
09/14/13,0,2769.637
09/14/13,0,2886.959
09/14/13,0,2886.959
09/14/13,0,2886.959
09/14/13,0,5207.044
09/14/13,0,4379.37
09/14/13,0,3107.151
09/14/13,0,2691.233
09/15/13,0,2691.233
09/15/13,0,2691.233
09/15/13,0,2691.233
09/15/13,0,2691.233
09/15/13,9.415262E-05,2691.233
09/15/13,0,2691.233
09/15/13,0,2691.233
09/15/13,0,2691.233
09/15/13,0,2691.233
09/15/13,0,2691.233
09/16/13,0,2691.233
09/16/13,0,2691.233
09/16/13,0,2691.233
09/16/13,0,2691.233
09/16/13,0,2691.233
09/16/13,0,2691.234
09/16/13,0,2691.233
09/16/13,0,2886.959
09/16/13,0,2886.959
09/16/13,0,2691.233
09/17/13,0,2495.507
09/17/13,0,2495.507
09/17/13,0,2495.507
09/17/13,0,2417.104
09/17/13,0,2299.781
09/17/13,0,2299.781
09/17/13,0,2299.781
09/17/13,0,2299.781
09/17/13,0,2299.781
09/17/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2299.781
09/18/13,0,2338.7
09/19/13,0,3816.658
09/19/13,0,3816.658
09/19/13,0,3816.658
09/19/13,0,4085.781
09/19/13,0,4379.37
09/19/13,0,4379.37
09/19/13,0,4085.781
09/19/13,0,3816.658
09/19/13,0,3816.658
09/19/13,0,4085.781
09/20/13,0,4085.781
09/20/13,0,4085.781
09/20/13,0,4379.37
09/20/13,0,4697.425
09/20/13,0,5015.48
09/20/13,0,5015.48
09/20/13,7.998557E-05,4379.37
09/20/13,0.0007749774,4379.37
09/20/13,0.00036214,4379.37
09/20/13,0.0005895034,4379.37
09/21/13,0,3816.659
09/21/13,0,3327.343
09/21/13,0,5015.48
09/21/13,0,4379.37
09/21/13,0,4379.37
09/21/13,0,4379.371
09/21/13,0,4379.37
09/21/13,0,3924.463
09/21/13,0,3977.977
09/21/13,0,16988.09
09/22/13,0,28624.94
09/22/13,0,168317.4
09/22/13,0,34057.46
09/22/13,0,15853.81
09/22/13,0,10476.91
09/22/13,0,8930.002
09/22/13,0,7877.973
09/22/13,0,6458.959
09/22/13,0,6043.042
09/22/13,0,5676.055
09/23/13,0,5676.055
09/23/13,0,5333.535
09/23/13,0,5333.535
09/23/13,0,5676.055
09/23/13,0,5676.055
09/23/13,0,5676.055
09/23/13,0,5015.48
09/23/13,0,5142.886
09/23/13,0,5676.055
09/23/13,0,5015.48
09/24/13,0,4697.425
09/24/13,0,5015.48
09/24/13,0,5015.48
09/24/13,0,5333.535
09/24/13,0,5676.055
09/24/13,0,5676.055
09/24/13,0,5015.48
09/24/13,0,5015.48
09/24/13,0,5015.48
09/24/13,0,5270.291
09/25/13,0,5015.48
09/25/13,0,4952.235
09/25/13,0,5015.48
09/25/13,0,5333.535
09/25/13,0,5676.055
09/25/13,0,5676.055
09/25/13,0,5015.48
09/25/13,0,5015.48
09/25/13,0,5015.48
09/25/13,0,5015.48
09/26/13,0,5015.48
09/26/13,0,5270.29
09/26/13,0,5333.535
09/26/13,0,5676.055
09/26/13,0,6043.042
09/26/13,0,6043.042
09/26/13,0,5015.48
09/26/13,0,5206.129
09/26/13,0,4697.425
09/26/13,0,5676.055
09/27/13,0,5676.055
09/27/13,0,5676.055
09/27/13,0,5676.055
09/27/13,0,5823.06
09/27/13,0,6458.959
09/27/13,0,6458.959
09/27/13,0,5749.03
09/27/13,0,5676.055
09/27/13,0,5823.06
09/27/13,0,5970.068
09/28/13,0,5676.055
09/28/13,0,5676.055
09/28/13,0,7202.449
09/28/13,0,7388.658
09/28/13,0,7877.973
09/28/13,0,7388.658
09/28/13,0,6923.809
09/28/13,0,6458.959
09/28/13,0,6458.959
09/28/13,0,6458.959
09/29/13,0,6458.959
09/29/13,0,6043.042
09/29/13,0,6043.042
09/29/13,0,6458.959
09/29/13,0,6458.959
09/29/13,0,6923.808
09/29/13,0,6458.959
09/29/13,0,6043.042
09/29/13,0,5676.055
09/29/13,0,5676.055
09/30/13,0,6043.042
09/30/13,0,5676.055
09/30/13,0,5676.055
09/30/13,0,6458.959
09/30/13,0,6923.809
09/30/13,0,6458.961
09/30/13,0,6043.042
09/30/13,0,6043.042
09/30/13,0,6209.647
09/30/13,0,6043.042
10/01/13,0,6458.958
10/01/13,0,6458.959
10/01/13,0,6458.959
10/01/13,0,6923.809
10/01/13,0,7388.658
10/01/13,0,7388.658
10/01/13,0,6458.959
10/01/13,0,6043.042
10/01/13,0,4379.37
10/01/13,0,3816.658
10/02/13,0,3572
10/02/13,0,5607.945
10/02/13,0,6458.959
10/02/13,0,6923.809
10/02/13,0,7388.658
10/02/13,0,7388.658
10/02/13,0,6458.959
10/02/13,0,7016.24
10/02/13,0,6458.959
10/02/13,0,6458.959
10/03/13,0,6043.043
10/03/13,0,6043.042
10/03/13,0,6458.959
10/03/13,0,6923.809
10/03/13,0,6923.809
10/03/13,0,6923.809
10/03/13,0,6458.959
10/03/13,0,6458.959
10/03/13,0,6923.809
10/03/13,0,6923.809
10/04/13,0,6458.959
10/04/13,0,6458.959
10/04/13,0,6043.042
10/04/13,0,6923.809
10/04/13,0,7016.242
10/04/13,0,6923.809
10/04/13,0,6458.959
10/04/13,0,6458.959
10/04/13,0,6458.959
10/04/13,0,6551.392
10/05/13,0,6458.959
10/05/13,0,6458.959
10/05/13,0,6458.959
10/05/13,0,6923.809
10/05/13,0,7388.658
10/05/13,0,7388.658
10/05/13,0,7388.658
10/05/13,0,6458.959
10/05/13,0,6458.959
10/05/13,0,6458.959
10/06/13,0,6458.959
10/06/13,0,6458.959
10/06/13,0,6458.959
10/06/13,0,6923.809
10/06/13,0,7388.658
10/06/13,0.005144505,7388.658
10/06/13,0.0006353239,7016.244
10/06/13,0,6458.959
10/06/13,0,6043.042
10/06/13,0,6043.042
10/07/13,0,6458.959
10/07/13,0,6458.959
10/07/13,0,6458.959
10/07/13,0,6923.809
10/07/13,0,7388.658
10/07/13,0,7388.658
10/07/13,0,6923.809
10/07/13,0,342019.9
10/07/13,0,123554.9
10/07/13,0,32294.8
10/08/13,0,15144.3
10/08/13,0,12589.29
10/08/13,0,10593.67
10/08/13,0,9468.247
10/08/13,0,9468.247
10/08/13,0,8930.001
10/08/13,0,7388.658
10/08/13,0.000286657,9468.247
10/08/13,0.0001666667,7388.658
10/08/13,0,6923.809
10/09/13,1.334291E-05,6923.809
10/09/13,0.001146663,6458.959
10/09/13,0.0002777599,6923.809
10/09/13,0.002013627,7388.658
10/09/13,0.0002,7388.658
10/09/13,8.570329E-05,7388.658
10/09/13,0,7203.788
10/09/13,0.001146641,6923.809
10/09/13,0.0001,6923.809
10/09/13,0.0001200143,7296.225
10/10/13,7.034672E-05,10593.67
10/10/13,4.666349E-05,11326.94
10/10/13,6.671489E-05,16138.02
10/10/13,0.0008,20209.63
10/10/13,0.0001636124,42570.41
10/10/13,0.001039902,393898.5
10/10/13,1.933077E-05,137166.8
10/10/13,0.001257879,65911.6
10/10/13,0.00312046,28330.92
10/10/13,0.001086562,54804.71
10/11/13,0,35230.69
10/11/13,0,29014.14
10/11/13,8.973788E-05,31902.78
10/11/13,5.19495E-05,47463.57
10/11/13,0,78836.86
10/11/13,0,236339.2
10/11/13,0,46483.53
10/11/13,0,267685.1
10/11/13,0.0001333334,69384.04
10/11/13,5.152701E-05,126001.5
10/12/13,0,352306.4
10/12/13,0,781846.8
10/12/13,0.000186657,111860
10/12/13,0,279382.1
10/12/13,0,48686.85
10/12/13,0,31316.17
10/12/13,0,47706.82
10/12/13,0,28184.98
10/12/13,0,20693.59
10/12/13,0,17151.34
10/13/13,0,30582.2
10/13/13,0,23609.45
10/13/13,0,27890.96
10/13/13,0,18789.7
10/13/13,0,14352.38
10/13/13,0,12453.07
10/13/13,0,11816.96
10/13/13,0,10593.67
10/13/13,0,9468.247
10/13/13,0,9468.247
10/14/13,0,8930.001
10/14/13,0,8289.589
10/14/13,0,7877.973
10/14/13,0,7584.665
10/14/13,0,6923.809
10/14/13,0,6458.961
10/14/13,0,6376.254
10/14/13,0,6043.042
10/14/13,0,5676.055
10/14/13,0,5401.643
10/15/13,0,5333.535
10/15/13,0,5333.535
10/15/13,0,5333.535
10/15/13,0,5142.884
10/15/13,0,4697.425
10/15/13,0,4697.426
10/15/13,0,4697.425
10/15/13,0,4697.425
10/15/13,0,5333.535
10/15/13,0,5970.068
10/16/13,0,4379.37
10/16/13,0,4379.37
10/16/13,0,4570.019
10/16/13,0,4379.37
10/16/13,0,4379.37
10/16/13,0,4379.37
10/16/13,0,4144.161
10/16/13,0,4379.37
10/16/13,0,4379.37
10/16/13,0,4085.781
10/17/13,0,4085.781
10/17/13,0,4085.781
10/17/13,0,4085.781
10/17/13,0,4085.781
10/17/13,0,3816.658
10/17/13,0,3816.658
10/17/13,0,4032.266
10/17/13,0,3924.463
10/17/13,0,3977.977
10/17/13,0,3870.172
10/18/13,0,4085.78
10/18/13,0,4085.781
10/18/13,0,3816.658
10/18/13,0,3816.658
10/18/13,0,3816.658
10/18/13,0,3816.658
10/18/13,0,3768.008
10/18/13,0,3816.658
10/18/13,0,3572
10/18/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/19/13,0,3572
10/20/13,0,3572
10/20/13,0,3572
10/20/13,0,3425.347
10/20/13,0,3572
10/20/13,0,3572
10/20/13,0,3572
10/20/13,0,3523.35
10/20/13,0,3327.343
10/20/13,0,3473.997
10/20/13,0,3327.343
10/21/13,0,3327.343
10/21/13,0,3327.343
10/21/13,0,3327.343
10/21/13,0,3572
10/21/13,0,3572
10/21/13,0,3327.343
10/21/13,0,3327.343
10/21/13,0,3327.343
10/21/13,0,3572
10/21/13,0,3816.658
10/22/13,0,3572
10/22/13,0,4085.781
10/22/13,0.000186657,3816.658
10/22/13,6.666669E-05,3816.658
10/22/13,0,3816.658
10/22/13,0,3816.658
10/22/13,0,3572
10/22/13,0,3572
10/22/13,0,3572
10/22/13,0,3572
10/23/13,0,3816.658
10/23/13,0,5015.48
10/23/13,0,4379.37
10/23/13,0,4085.781
10/23/13,0,4085.781
10/23/13,0,5676.054
10/23/13,0,11205.32
10/23/13,0,6645.168
10/23/13,0,5333.535
10/23/13,0,4697.425
10/24/13,0,5015.48
10/24/13,0,4144.161
10/24/13,0,3572
10/24/13,0,3572
10/24/13,0,3327.343
10/24/13,0,3327.343
10/24/13,0,3327.343
10/24/13,0,3327.343
10/24/13,0,3327.343
10/24/13,0,3327.343
10/25/13,0,3327.343
10/25/13,0,3327.343
10/25/13,0,3327.343
10/25/13,0,3239.14
10/25/13,0,3327.343
10/25/13,0,3107.151
10/25/13,0,3327.343
10/25/13,0,3195.355
10/25/13,0,13001.89
10/25/13,0,5607.947
10/26/13,0,3327.343
10/26/13,0,3107.151
10/26/13,0,3572
10/26/13,0,3572
10/26/13,0,3816.658
10/26/13,0,3107.151
10/26/13,0,2886.959
10/26/13,0,2886.959
10/26/13,0,2886.959
10/26/13,0,2886.959
10/27/13,0,2886.959
10/27/13,0,2886.959
10/27/13,0,3107.151
10/27/13,0,3018.948
10/27/13,0,2930.743
10/27/13,0,2886.959
10/27/13,0,2886.959
10/27/13,0,2886.959
10/27/13,0,2886.959
10/27/13,0,2886.959
10/28/13,0,2886.959
10/28/13,0,2886.959
10/28/13,0,3018.947
10/28/13,0,2886.959
10/28/13,0,2886.959
10/28/13,0,2886.959
10/28/13,0,2886.959
10/28/13,0,2886.959
10/28/13,0,3107.151
10/28/13,0,3327.343
10/29/13,0,3107.151
10/29/13,0,2886.959
10/29/13,0.0001466409,2886.959
10/29/13,4.878816E-05,2886.959
10/29/13,8.888008E-05,2886.959
10/29/13,0,2886.959
10/29/13,0,2886.959
10/29/13,0,2886.959
10/29/13,0,2886.959
10/29/13,0,3063.367
10/30/13,0,3327.343
10/30/13,0,2930.744
10/30/13,0,2886.959
10/30/13,0,3107.151
10/30/13,0,3063.367
10/30/13,0,3107.151
10/30/13,0,4697.425
10/30/13,0,3816.658
10/30/13,0,3816.658
10/30/13,0,3327.343
10/31/13,0,3327.343
10/31/13,0,3327.343
10/31/13,0,3327.343
10/31/13,0,3107.151
10/31/13,0.0001764709,3107.151
10/31/13,0,3107.151
10/31/13,0,2930.744
10/31/13,0,3107.151
10/31/13,0,3107.151
10/31/13,0,3327.343
11/01/13,0,3572
11/01/13,0,3572
11/01/13,0,3572
11/01/13,0,3572
11/01/13,0,3816.658
11/01/13,0,4085.781
11/01/13,0,22967.27
11/01/13,0,16857.33
11/01/13,0,9252.64
11/01/13,0,6043.042
11/02/13,0,5015.48
11/02/13,0,4379.37
11/02/13,0,4085.781
11/02/13,0,3816.658
11/02/13,0,3816.658
11/02/13,0,4085.78
11/02/13,0,3816.658
11/02/13,0,3572
11/02/13,0,3327.343
11/02/13,0,3283.559
11/03/13,0,3327.343
11/03/13,0,3327.343
11/03/13,0,3572
11/03/13,0,3572
11/03/13,0,3572
11/03/13,0,3816.658
11/03/13,0,3816.658
11/03/13,0,3572
11/03/13,0,3327.343
11/03/13,0,3107.151
11/04/13,0,3107.151
11/04/13,0,3107.151
11/04/13,0,3107.151
11/04/13,0,3327.343
11/04/13,0,3572
11/04/13,0,3816.658
11/04/13,0,3816.658
11/04/13,0,5676.055
11/04/13,0,3572
11/04/13,0,3572
11/05/13,0,3327.343
11/05/13,0,3572
11/05/13,0,3572
11/05/13,0,3572
11/05/13,0,3816.658
